Sentence,Score
"In the above context, it would also be necessary to refer to the judgment of
Supreme Court in Shiromani Gurudwara Prabandhak Committee vs. Som Nath Dass
2000 (4) SCC 146, wherein it has been held that an “endowment” is, when the donor
parts with his property for it to be used for a public purpose and its entrustment is to
a person or group of persons for carrying out the objective of such entrustment.",tensor(0.5460)
"It
was held that once an endowment is made, it is final and irrevocable and it is onerous
duty of the persons entrusted with such endowment to carry out the objectives of this
entrustment.",tensor(0.3185)
"It was further held once an endowment, it never reverts even to the
donor.",tensor(0.4632)
"The Supreme Court has also considered that endowment” means property or
pecuniary means bestowed as a permanent fund, as endowment of a college, hospital
or library, and is understood in common parlance as a fund yielding income for
support of an institution.",tensor(0.6077)
"Having regard to the aforesaid, it is clear that donations,
gifts etc.",tensor(0.5566)
"which were being received by the Appellant, and being vested in the
committee, from various institutions would be endowment for public purpose.”
17.",tensor(0.4598)
"Though the learned senior counsel for the Appellant is correct in contending that
prayer (b) of the plaint agitates a personal/private grievance yet this Court is of the
view that the reliefs sought in prayers (d) and (e) of the plaint fall within the reliefs
mentioned in sub section (1) of Section 92 CPC.",tensor(0.6419)
18.,tensor(0.9248)
"Consequently, this Court is of the view that the impugned order calls for no
interference.",tensor(0.9155)
"Accordingly, the present appeal along with the application is
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
12
 dismissed.” (Emphasis supplied) C. SUBMISSIONS OF THE PARTIES i. Submissions
on behalf of the Appellant
15.",tensor(0.6775)
"Mr. Dama Seshadri Naidu, the learned Senior Counsel appearing for the appellant
Society submitted that the appellant Society is a ‘registered society’ under the
Societies Registration Act, 1960 and is not a ‘Trust’ for the purposes of Section 92 of
the CPC.",tensor(0.4415)
"It was argued that it is a settled law that the governing body members of the
society shall only become ‘trustees’ if a trust is created for the purpose of managing
the assets of the society.",tensor(0.4905)
"The same not being the case in the present scenario, the suit
cannot be held to be maintainable.",tensor(0.4824)
"To fortify his argument that a suit under Section
92 would not be maintainable against a ‘registered society’, the counsel placed
reliance on the decision of the Delhi High Court in S.R.",tensor(0.4462)
"Bahugana v. All India
Women’s Conference and Ors.",tensor(0.5167)
"reported in (2009) ILR 7 Delhi 614 and that of the
Kerala High Court in Abhaya vs. JA Raheem reported in 2005 SCC OnLine Ker 234.",tensor(0.6591)
16.,tensor(0.8492)
"The counsel submitted that as per the AoA of the appellant Society, the property
of the society is not held in a ‘trust’, which is the fundamental requirement for the
appellant Society to be termed as a ‘constructive trust’.",tensor(0.5438)
"Specific reference was made
to Clauses 11.2.1 and 11.2.3.8 of the AoA respectively to contend that the property of
the society stands vested in the ‘Committee’ or Governing Body of the Society, as per
the mandate of Section 5 of the Societies Registration Act, 1860.",tensor(0.4135)
"On this aspect,
reliance was placed on the decision of the Madras High Court in K. Rajamanickam v.
Periyar Self Respect Propaganda Institution, Thiruchirapalli reported in 2006 SCC
OnLine Mad 379.",tensor(0.7603)
17.,tensor(0.8710)
"Taking recourse to the decision of this Court in Swami Paramatmanand Saraswati
v. Ramji Tripathi reported in 1974 2 SCC 695, it was submitted that, while deciding
an application under Section 92 of the CPC, the court must only look at the
averments made in the plaint.",tensor(0.6779)
"The plaint, in the present case, is conspicuously silent
on how the appellant Society falls within the definition of the term ‘constructive
trust’.",tensor(0.5181)
"Therefore, it was submitted that the underlying suit is clearly beyond the ambit
of Section 92.",tensor(0.6926)
18.,tensor(0.8864)
"To further substantiate his submissions as regards the appellant Society not being
a ‘constructive trust’, the counsel stated that “a constructive trust is another species
of trust where a trust is automatically imposed by equity on an owner of property but
in special circumstances where it is unconscionable for the owner of property to hold
the property purely for his own benefit”.",tensor(0.6121)
"To illustrate, where a trustee of a leasehold
property at the termination of the lease renews the lease purportedly in his own
personal favour or where a trustee has wrongfully gratuitously transferred trust
property to an innocent done who upon subsequently discovering the trust attempts
to retain the property for himself.",tensor(0.4474)
"It was submitted that Mukherjee on the Indian
Trust Act, 1881 (2021) also elaborated on the Doctrine of Constructive Trust by
arguing that a ‘constructive trust’ arises not by the act of parties but by operation of
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
13
 law.",tensor(0.5219)
"When a trustee gains some personal advantage by utilising his trusteeship, he
becomes a constructive trustee in respect of the advantages gained.",tensor(0.6930)
19.,tensor(0.9044)
"The counsel submitted that the Halsbury Laws of India on the nature of a
constructive trust remarks that a constructive trust attaches by law to a specific
property which is neither expressly subject to any trust nor subject to a resulting trust
but, which is held by a person in circumstances where it would be inequitable to
allow him to assert full beneficial ownership of the property.",tensor(0.7149)
"In the present case, he
argued that the factual situation is entirely different and the property of the appellant
Society is vested in the governing body of the Society.",tensor(0.7559)
20.,tensor(0.9617)
"It was also submitted that the prayers made in the present suit demonstrate that
the same has been filed solely for the purpose of vindication of personal rights of the
respondent no.",tensor(0.8445)
1.,tensor(0.7277)
"More specifically, the prayers seek to declare the board decisions
taken by the appellant Society from 01.06.2020 as null and void, since her
employment/services were terminated during this time.",tensor(0.7285)
The respondent no.,tensor(0.6709)
"1 also
seeks a declaration that her termination was bad in law along with a direction that
the respondent no.",tensor(0.5608)
3 be removed from the appellant Society.,tensor(0.5621)
"These reliefs are clearly
beyond the scope of Section 92 and smack of personal vendetta and enmity.",tensor(0.6410)
"No relief
has been sought for the benefit of the society or to improve its functioning.",tensor(0.8261)
21.,tensor(0.9626)
"It was submitted that the provisions under Section 92 of the CPC can be invoked
only when two conditions are satisfied i.e.",tensor(0.7700)
"(a) it should be with regard to a public
trust to obtain a decree for the purposes mentioned in the said provision, and (b) the
suit should be on behalf of the Advocate General or two or more persons having an
interest in the trust.",tensor(0.5351)
"He submitted that both the aforesaid conditions have not been
fulfilled in the present case since the appellant Society is not a public trust and there
is no pleading in the plaint showing that the respondent no.",tensor(0.5167)
2 (original plaintiff no.,tensor(0.6571)
2) is a party having an “interest” in the society.,tensor(0.8121)
"Moreover, the respondent no.",tensor(0.7261)
"2 has not even signed
the plaint in the instant suit.",tensor(0.7013)
22.,tensor(0.8721)
"In light of the aforesaid, it was submitted that the impugned decision is upheld, it would
obliterate the distinction carved out by law between a ‘trust’ and a ‘society’ for which two different
legislations have been enacted.",tensor(0.6498)
"Therefore, it was prayed that the impugned decision be set aside and
the underlying suit, pending before the High Court, be dismissed.",tensor(0.6638)
ii.,tensor(0.7970)
Submissions on behalf of the respondent no.,tensor(0.6607)
"1
23.",tensor(0.7847)
"On the other hand, Mr. Jai Anant Dehadrai, the learned counsel appearing for the respondent
no.",tensor(0.7721)
"1 submitted that the ingredients required to be satisfied before invoking Section 92 of the CPC
was clearly laid down in Ashok Kumar Gupta (supra) as follows:
(a) There should be a breach of express or constructive trust;
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
14
 (b) The trust must have been created for a public purpose, either of a charitable or
religious nature;
(c) The suit must seek for reliefs as enumerated under Section 92(1) of the CPC.",tensor(0.7540)
24.,tensor(0.8359)
"The counsel submitted that the appellant society was formed with the specific aim to serve the
underprivileged members of the society who are suffering from tuberculosis and who cannot afford
its treatment.",tensor(0.6084)
The same is evident from the MoA of the appellant Society.,tensor(0.5558)
"The donors, who are based
in India as well as abroad, primarily the United States, were providing funds in order to further this
very objective.",tensor(0.7152)
"Therefore, the appellant Society, being engaged in the social welfare of the general
public, possesses the characteristics of an organisation with a ‘charitable nature’.",tensor(0.7637)
25.,tensor(0.8681)
"In order to canvass the argument that a society registered under the Societies Registration Act,
1860 can be construed as a ‘constructive trust’, the counsel placed reliance on the decision of the
Delhi High Court in The Young Mens Christian Association of Ernakulam and Ors.",tensor(0.4473)
"v. National
Council YMCAS of India reported in 2018 SCC OnLine Del 9909 wherein it was opined that a society
registered under the Societies Registration Act, 1860 can be construed as a constructive trust if its
satisfies the elements mentioned in Section 3 of the Indian Trusts Act, 1882.",tensor(0.4435)
26.,tensor(0.9103)
"It was submitted that the appellant Society is being entrusted with the funds from the donors for
public service.",tensor(0.7023)
"Upon a perusal of the Memorandum of Association, it is evident that all the earnings
and income generated, or funds received by the society shall only be utilised for the betterment of
the general public and to provide free health services, and no profits shall be transferred directly or
indirectly to the members of the society.",tensor(0.4812)
"Additionally, Clause 11.2.1 of the AoA specifically provides
that “All the properties, movable, immovable and other kind of assets shall stand vested in the
Committee”.",tensor(0.5574)
"Therefore, all the donor funds, gifts etc.",tensor(0.6819)
"are entrusted to the appellant Society to be
utilised for the public purpose as enumerated in the aims and objectives contained in its MoA.",tensor(0.6181)
"For
all these reasons, the society acquires the character of a ‘constructive trust’.",tensor(0.6781)
27.,tensor(0.9002)
"It was submitted that the reliefs sought in the plaint are in complete consonance with Section
92(1) of the CPC and the impugned decision has specifically held that the reliefs sought by the
respondent nos.",tensor(0.5910)
"1 and 2 respectively in their plaint, in particular, prayers (d) and (e) fall within the
reliefs mentioned under Section 92(1).",tensor(0.2902)
"Hence, the plaint satisfies yet another ingredient required
under Section 92 of the CPC.",tensor(0.5599)
28.,tensor(0.7971)
"In light of the aforesaid, it was submitted that the appellant Society though registered under the
Societies Registration Act, 1860 yet must be construed as falling within the expression of a
‘constructive trust’ under Section 92 of the CPC as it holds property for charitable work.",tensor(0.6977)
"Therefore,
the impugned decision granting leave to institute the suit, suffers from no infirmity and may not be
interfered with.",tensor(0.7520)
iii.,tensor(0.7577)
Submissions on behalf of the respondent nos.,tensor(0.6336)
"3 and 4
29.",tensor(0.7116)
The learned Counsel appearing on behalf of the respondent nos.,tensor(0.7059)
"3 and 4 respectively, submitted
that the application seeking leave to institute the present suit has been filed in complete disregard of
the mandatory conditions stipulated under Section 92 of the CPC.",tensor(0.6024)
"Section 92 requires a suit of this
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
15
 nature to be filed by at least two interested parties.",tensor(0.6881)
While the respondent no.,tensor(0.7143)
2 (original plaintiff no.,tensor(0.4687)
"2) has been included as one of the plaintiffs, it is pertinent to note that the plaint has not been
signed by the respondent no.",tensor(0.5594)
2.,tensor(0.8409)
"Additionally, there is neither any verification on behalf of the
respondent no.",tensor(0.7094)
"2 nor an affidavit in support of the plaint, as required under Section 26(2) of the
CPC.",tensor(0.4909)
"These substantial procedural breaches render the plaint non-est in the eyes of law, and
consequently, make it liable to be rejected at the very threshold.",tensor(0.4882)
"It was further submitted that there
is a strong likelihood that the signatures of the respondent no.",tensor(0.5470)
"2 was fraudulently affixed in the suit
documents.",tensor(0.7217)
30.,tensor(0.9343)
"The counsel vehemently submitted that the suit under Section 92 of the CPC is legally untenable
as it falls to fulfil the requisite conditions as regards maintainability and also for the reason that it is
completely based on false allegations and has been filed to wreck a personal vendetta against the
respondent nos.",tensor(0.9702)
3 and 4 respectively.,tensor(0.8947)
"Therefore, it was prayed that the present appeal be allowed
and the impugned decision be set aside.",tensor(0.7907)
"D. ISSUES FOR DETERMINATION
31.",tensor(0.7038)
"Having heard the learned counsel appearing on behalf of the parties and having gone through
the materials on record, the only question that falls for our consideration is whether in the facts and
circumstances of the present case, the appellant Society registered under the Societies Registration
Act, 1860 can be said to have fulfilled all the requirements stipulated under Section 92 of the CPC
for the purpose of instituting a suit under the said provision?",tensor(0.7745)
"E.       ANALYSIS
i.",tensor(0.7635)
The Object and purpose behind Section 92 of the CPC.,tensor(0.6473)
32.,tensor(0.6568)
"Section 92 of the CPC reads as follows:
              “ 92.",tensor(0.7213)
"Public charities—
(1) In the case of any alleged breach of any express or constructive trust created for public purposes
of a charitable or religious nature, or where the direction of the Court is deemed necessary for the
administration of any such trust, the Advocate-General, or two or more persons having an interest
in the trust and having obtained the [leave of the Court,] may institute a suit, whether contentious or
not, in the principal Civil Court of original jurisdiction or in any other Court empowered in that
behalf by the State Government within the local limits of whose jurisdiction the whole or any part of
the subject-matter of the trust is situate to obtain a decree—
(a) removing any trustee. 
(b) appointing a new trustee. 
I vesting any property in a trustee.",tensor(0.5803)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
16
 [(cc) directing a trustee who has been removed or a person who has ceased to be a trustee, to deliver
possession of any trust property in his possession to the person entitled to the possession of such
property. ]
(d) directing accounts and inquiries. 
I declaring what proportion of the trust property or of the interest therein shall be allocated to any
particular object of the trust. 
(f) authorising the whole or any part of the trust property to be let, sold, mortgaged or exchanged. 
(g) settling a scheme.  or
(h) granting such further or other relief as the nature of the case may require..",tensor(0.4921)
"(2) Save as provided by the Religious Endowments Act, 1863 (20 of 1863), [or by any corresponding
law in force in [the territories which, immediately before the 1st November, 1956, were comprised in
Part B States]], no suit claiming any of the reliefs specified in sub-section (1) shall be instituted in
respect of any such trust as is therein referred to except in conformity with the provisions of that
sub-section.",tensor(0.5065)
"[(3) The Court may alter the original purposes of an express or constructive trust created for public
purposes of a charitable or religious nature and allow the property or income of such trust or any
portion thereof to be applied cy pres in one or more of the following circumstances, namely:—
(a) where the original purposes of the trust, in whole or in part,—
(i) have been, as far as may be, fulfilled.  or
(ii) cannot be carried out at all, or cannot be carried out according to the directions given in the
instrument creating the trust or, where there is no such instrument, according to the spirit of the
trust.  or
(b) where the original purposes of the trust provide a use for a part only of the property available by
virtue of the trust.",tensor(0.3100)
"or I where the property available by virtue of the trust and other property
applicable for similar purposes can be more effectively used in conjunction with, and to that end can
suitably be made applicable to any other purpose, regard being had to the spirit of the trust and its
applicability to common purposes.  or
(d) where the original purposes, in whole or in part, were laid down by reference to an area which
then was, but has since ceased to be, a unit for such purposes.",tensor(0.2136)
"or I where the original purposes, in
whole or in part, have, since they were laid down,—
(i) been adequately provided for by other means, or
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
17
 (ii) ceased, as being useless or harmful to the community, or
(iii) ceased to be, in law, charitable, or
(iv) ceased in any other way to provide a suitable and effective method of using the property
available by virtue of the trust, regard being had to the spirit of the trust..",tensor(0.4942)
"]” (Emphasis supplied)
33.",tensor(0.8123)
"A suit under this provision can be termed as a ‘representative suit of a special nature’ since the
object behind the enactment of this provision is the protection of public rights in the public trust.",tensor(0.5666)
"Therefore, the parties filing a suit by invoking this section are considered to be representatives of the
public.",tensor(0.5949)
34.,tensor(0.8241)
A three-judge bench of this Court in Ahman Adam Sait and Others v. M.E.,tensor(0.6909)
"Makhri and Others
reported in 1963 SCC OnLine SC 71 had elaborated on how a suit under Section 92 of the CPC is a
‘representative suit’ while deciding whether the second suit would be barred by constructive res
judicata.",tensor(0.5173)
"It was stated that when a suit is brought under Section 92, by two or more persons
interested in the trust, they could be said to have taken upon themselves the responsibility of
representing all the beneficiaries in the trust and though, all the said beneficiaries may not be
expressly impleaded in the suit, the action is essentially instituted on their behalf and the relief
claimed is representative in character.",tensor(0.3154)
"While stating so, however, it was clarified that the plaintiffs
bringing the second suit must have the ‘same interest’ as that of the plaintiffs or defendants of the
earlier representative suit, for the principle of res judicata to apply.",tensor(0.1321)
"In other words, it must be
examined if the interest of the plaintiffs in the second suit was represented in the earlier
representative suit.",tensor(0.3911)
"The relevant observations are thus:
“16.",tensor(0.6829)
"In assessing the validity of this argument, it is necessary to consider the basis of
the decisions that a decree passed in a suit under Section 92 binds all parties.",tensor(0.4097)
"The
basis of this view is that a suit under Section 92 is a representative suit and is brought
with the necessary sanction required by it on behalf of all the beneficiaries interested
in the Trust.",tensor(0.2627)
"The said section authorises two or more persons having an interest in
the trust to file a suit for claiming one or more of the reliefs specified in clauses (a) to
(h) of sub-section (1) after consent in writing there prescribed has been obtained.",tensor(0.1825)
"Thus, when a suit is brought under Section 92, it is brought by two or more persons
interested in the trust who have taken upon themselves the responsibility of
representing all the beneficiaries of the Trust.",tensor(0.1672)
"In such a suit, though all the
beneficiaries may not be expressly impleaded, the action is instituted on their behalf
and relief is claimed in a representative character.",tensor(0.4527)
"This position immediately attracts
the provisions of Explanation VI to Section 11 of the Code.",tensor(0.5249)
"Explanation VI provides
that where persons litigate bona fide in respect of a public right or of a private right
claimed in common for themselves and others, all persons interested in such right
shall, for the purposes of this section, be deemed to claim under the persons so
litigating.",tensor(0.3645)
"It is clear that Section 11 read with its Explanation VI leads to the result
that a decree passed in suit instituted by persons to which Explanation VI applies will
bar further claims by persons interested in the same right in respect of which the
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
18
 prior suit had been instituted.",tensor(0.3984)
"Explanation VI thus illustrates one aspect of
constructive res judicata.",tensor(0.4949)
"Where a representative suit is brought under Section 92
and a decree is passed in such a suit, law assumes that all persons who have the same
interest as the plaintiffs in the representative suit were represented by the said
plaintiffs and, therefore, are constructively barred by res judicata from reagitating the
matters directly and substantially in issue in the said earlier suit.” (Emphasis
supplied)
35.",tensor(0.4629)
"Similarly, in Shiromani Gurdwara Parbandhak Committee v. Mahant Harnam Singh reported in
(2003) 11 SCC 377, this Court had opined that a suit under Section 92 is of a special nature and for
the protection of public rights in public trust and charities.",tensor(0.3581)
"It is for the vindication of public rights
since the suit is instituted fundamentally on behalf of the entire body of persons who are interested
in the trust.",tensor(0.4001)
"It cannot be said that only those persons whose names are in the suit-title would be
considered to be the parties to the suit.",tensor(0.3349)
"The named plaintiffs are only the representatives of the
public at large who are interested in the suit and therefore, in the eyes of law, all such interested
persons would be considered to be parties to the suit.",tensor(0.4909)
"The relevant observations are reproduced
hereinbelow:
“19.",tensor(0.8144)
"As observed by this Court in R. Venugopala Naidu v. Venkatarayulu Naidu
Charities [1989 Supp (2) SCC 356 : AIR 1990 SC 444] a suit under Section 92 CPC is
a suit of special nature for the protection of public rights in the public trust and
charities.",tensor(0.6608)
"The suit is fundamentally on behalf of the entire body of persons who are
interested in the trust.",tensor(0.5366)
It is for the vindication of public rights.,tensor(0.5820)
"The beneficiaries of
the trust, which may consist of the public at large, may choose two or more persons
amongst themselves for the purpose of filing a suit under Section 92 CPC and the
suit-title in that event would show only their names as plaintiffs.",tensor(0.4987)
"Can we say that the
persons whose names are in the suit-
title are the only parties to the suit?",tensor(0.6071)
The answer would be in the negative.,tensor(0.8725)
"The named
plaintiffs being the representatives of the public at large which is interested in the
trust, all such interested persons would be considered in the eyes of the law to be
parties to the suit.",tensor(0.6034)
"A suit under Section 92 CPC is thus a representative suit and as
such binds not only the parties named in the suit-title but all those who share
common interest and are interested in the trust.",tensor(0.2831)
"It is for that reason that Explanation
VI to Section 11 CPC constructively bars by res judicata the entire body of interested
persons from reagitating the matters directly and substantially in issue in an earlier
suit under Section 92 CPC.” (Emphasis supplied)
36.",tensor(0.3281)
"In Vidyodaya Trust v. Mohan Prasad reported in (2008) 4 SCC 115, this Court had
emphasised that it is not every suit which relates to a public trust of religious or
charitable nature and which contains reliefs which fall within some of the clauses
under sub-section (1) of Section 92 that can be brought under the ambit of Section 92
of the CPC.",tensor(0.4452)
"Those suits must also essentially be initiated by individuals as
representatives of the public for the vindication of public rights.",tensor(0.6882)
"While opining so,
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
19
 this Court also elaborated on the object behind requiring a ‘grant of leave’ from the
appropriate court before the suit can be proceeded with.",tensor(0.8015)
"The same was said to have
been mandated as a pre-requisite or a procedural safeguard in order to prevent the
public trusts from being subjected to undue harassment through frivolous suits being
filed against them.",tensor(0.5682)
"If the persons responsible for the management of the trusts are
subjected to multiplicity of legal proceedings, then it would be the ultimate
beneficiaries of the trust who would lose out since the trust would have to dedicate
time to defend the suit and the funds which are to be utilised to further the objectives
of the public trust would also have to be re-routed and wasted on litigation.",tensor(0.3231)
"In the
opinion of the Court, this ordeal might also dissuade persons of high moral character
and honest intentions from becoming trustees of public trusts.",tensor(0.6251)
"The pertinent
observations are reproduced hereinbelow:
18.",tensor(0.9237)
"Prior to legislative change made by the Code of Civil Procedure (Amendment) Act
(104 of 1976) the expression used was “consent in writing of the Advocate General”.",tensor(0.6388)
This expression has been substituted by the words “leave of the Court”.,tensor(0.5621)
"Sub-
section (3) has also been inserted by the Amendment Act.",tensor(0.6919)
"The object of Section 92 CPC is to protect
the public trust of a charitable and religious nature from being subjected to harassment by suits filed
against them.",tensor(0.5184)
Public trusts for charitable and religious purpose are run for the benefit of the public.,tensor(0.5222)
No individual should take benefit from them.,tensor(0.6856)
"If the persons in management of the trusts are
subjected to multiplicity of legal proceedings, funds which are to be used for charitable or religious
purposes would be wasted on litigation.",tensor(0.5173)
"The harassment might dissuade respectable and honest
people from becoming trustees of pubic trusts.",tensor(0.4990)
"Thus, there is need for scrutiny.",tensor(0.7525)
"-xxx-
25.",tensor(0.8996)
"In Sugra Bibi v. Hazi Kummu Mia [AIR 1943 Mad 466] it was held that the mere fact that the
suit relates to public trust of religious or charitable nature and the reliefs claimed fall within some of
the clauses of sub-section (1) of Section 92 would not by itself attract the operation of the section,
unless the suit is of a representative character instituted in the interest of the public and not merely
for vindication of the individual or personal rights of the plaintiffs.",tensor(0.9296)
26.,tensor(0.8828)
"To put it differently, it is not every suit claiming reliefs specified in Section 92 that can be
brought under the section; but only the suits which besides claiming any of the reliefs are brought by
individuals as representatives of the public for vindication of public rights.",tensor(0.6172)
"As a decisive factor the
Court has to go beyond the relief and have regard to the capacity in which the plaintiff has sued and
the purpose for which the suit was brought.",tensor(0.4203)
"The courts have to be careful to eliminate the possibility
of a suit being laid against public trusts under Section 92 by persons whose activities were not for
protection of the interests of the public trusts.",tensor(0.6773)
"[…]” (Emphasis supplied)
37.",tensor(0.8374)
"In Swami Shivshankargiri Chella Swami v. Satya Gyan Niketan, reported in (2017) 4 SCC 771,
while holding that a trust can be created by virtue of a conditional gift, this Court had also
elaborated on the purpose behind requiring grant of leave from the court under Section 92 before a
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
20
 suit can be instituted.",tensor(0.6698)
"It was opined that such a condition has been legislatively prescribed in order
to prevent a public trust from being harassed or to obviate the institution of reckless or frivolous
suits against its trustees.",tensor(0.6828)
"The relevant observations are as thus:
“11.",tensor(0.7585)
"The present Section 92 CPC corresponds to Section 539 of the old Code of 1883
and has been borrowed in part from 52 Geo.",tensor(0.6137)
"3, c. 101, called Romilly’s Act of the
United Kingdom.",tensor(0.5607)
"A bare perusal of the said section would show that a suit can be
instituted in respect of a public trust by the Advocate General or two or more persons
having an interest in the trust after obtaining leave of the Court in the Principal Civil
Court of Original Jurisdiction.",tensor(0.3954)
"An analysis of these provisions would show that it was
considered desirable to prevent a public trust from being harassed or put to legal
expenses by reckless or frivolous suits being brought against the trustees and hence a
provision was made for leave of the court having to be obtained before the suit is
instituted.",tensor(0.5354)
"(Emphasis supplied)
38.",tensor(0.8594)
"Thus, the grant of leave under Section 92 of CPC serves as a procedural
safeguard, ensuring that public charitable trusts are protected from mala fide suits
that may have the consequence of impeding their operations.",tensor(0.7348)
"At this stage, however,
the court neither adjudicates upon the merits of the dispute nor confers any
substantive rights upon the parties; what is established is merely the maintainability
of the suit which is sought to be initiated by the plaintiffs.",tensor(0.7578)
ii.,tensor(0.8291)
"Conditions to be fulfilled for the applicability of Section 92 of the CPC
39.",tensor(0.5195)
"Section 92 of the CPC has been created for a specific purpose and to address a specific kind of
grievance which has the impact of affecting public rights as enumerated above.",tensor(0.5066)
"Therefore, not all
suits can be blindly brought within the fold of this provision.",tensor(0.6040)
"In the facts and circumstances of each
case, the court granting leave must examine whether the suit qualifies certain conditions which align
with the intent behind the creation of this provision.",tensor(0.4313)
"Courts must tread with caution so as to weed
out those suits which are camouflaged as falling within its ambit just with a view to take an undue
benefit of provision and for causing harassment to the public trust or for the vindication of personal
rights.",tensor(0.7034)
40.,tensor(0.9375)
"This Court in Ashok Kumar Gupta (supra) had laid down three conditions which are a sine qua
non in order to invoke Section 92 of the CPC and maintain an action under the said provision.",tensor(0.6092)
"Upon
placing reliance on various decisions of this Court, the conditions were delineated as follows – (a)
the trust in question must be created for public purposes of a charitable or religious nature; (b) there
must exist a breach of trust or a direction of the court must be necessary for the administration of
the trust; and (c) the relief claimed must be one or other of the reliefs as enumerated under Section
92(1) of the CPC.",tensor(0.5651)
"The relevant observations are reproduced as thus:
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
21
 “10.",tensor(0.7631)
"While considering the scope of Section 92(1), as it existed then, a Constitution
Bench of this Court observed in Madappa v. M.N.",tensor(0.6583)
"Mahanthadevaru [Madappa v.
M.N.",tensor(0.4973)
"Mahanthadevaru, (1966) 2 SCR 151 : AIR 1966 SC 878] , as under
: (AIR p. 881, para 10) “10.",tensor(0.5154)
"… Section 92(1) provides for two classes of cases, namely,
(i) where there is a breach of trust in a trust created for public purposes of a
charitable or religious nature, and
(ii) where the direction of the court is deemed necessary for the administration of any
such trust.",tensor(0.3669)
"The main purpose of Section 92(1) is to give protection to public trusts of
a charitable or religious nature from being subjected to harassment by suits being
filed against them.",tensor(0.2385)
"That is why it provides that suits under that section can only be
filed either by the Advocate General, or two or more persons having an interest in the
trust with the consent in writing of the Advocate General.",tensor(0.2907)
"The object clearly is that
before the Advocate General files a suit or gives his consent for filing a suit under
Section 92, he would satisfy himself that there is a prima facie case either of breach of
trust or of the necessity for obtaining directions of the Court.",tensor(0.2993)
"The reliefs to be sought
in a suit under Section 92(1) are indicated in that section and include removal of any
trustee, appointment of a new trustee, vesting of any property in a trustee, directing a
removed trustee or person who has ceased to be a trustee to deliver possession of
trust property in his possession to the person entitled to the possession of such
property, directing accounts and enquiries, declaring what proportion of the trust
property or of the interest therein shall be allocated to any particular object of the
trust, authorisation of the whole or any part of the trust property to be let, sold,
mortgaged or exchanged or settlement of a scheme.",tensor(0.2303)
"The nature of these reliefs will
show that a suit under Section 92 may be filed when there is a breach of trust or when
the administration of the trust generally requires improvement.”
11.",tensor(0.4082)
"The statement of law so laid down was reiterated:
11.1.",tensor(0.7422)
"In Bishwanath v. Radha Ballabhji [Bishwanath v. Radha Ballabhji, (1967) 2 SCR
618 : AIR 1967 SC 1044] : (AIR p. 1046, para 7) “7.",tensor(0.6960)
"It is settled law that to invoke
Section 92 of the Code of Civil Procedure, 3 conditions have to be satisfied, namely,
(i) the trust is created for public purposes of a charitable or religious nature; (ii) there
was a breach of trust or a direction of court is necessary in the administration of such
a trust; and (iii) the relief claimed is one or other of the reliefs enumerated therein.",tensor(0.5252)
"If
any of the 3 conditions is not satisfied, the suit falls outside the scope of the said
section.” 11.2.",tensor(0.5470)
"In Sugra Bibi v. Hazi Kummu Mia [Sugra Bibi v. Hazi Kummu Mia,
(1969) 3 SCR 83 : AIR 1969 SC 884] : (AIR p. 885, para 5) “5.",tensor(0.6193)
"It is evident that this
section has no application unless three conditions are fulfilled : (1) the suit must
relate to a public charitable or religious trust, (2) the suit must be founded on an
allegation of breach of trust or the direction of the court is required for
administration of the trust, and (3) the reliefs claimed are those which are mentioned
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
22
 in the section.”
12.",tensor(0.3531)
"Three conditions are, therefore, required to be satisfied in order to invoke Section
92 of the Code and to maintain an action under the said section, namely, that:
(i) the Trust in question is created for public purposes of a charitable or religious
nature;
(ii) there is a breach of trust or a direction of court is necessary in the administration
of such a Trust; and
(iii) the relief claimed is one or other of the reliefs as enumerated in the said section.",tensor(0.1866)
"Consequently, if any of these three conditions is not satisfied, the matter would be outside the scope
of said Section 92.” (Emphasis supplied)
41.",tensor(0.2071)
"As a natural corollary, it follows that in order to successfully establish that a suit is beyond the
scope of Section 92 of the CPC, it would be sufficient to prove that any one of the conditions
enumerated above has not been met.",tensor(0.2343)
