Sentence,Score
"To fortify his argument that a suit under Section
92 would not be maintainable against a ‘registered society’, the counsel placed
reliance on the decision of the Delhi High Court in S.R.",0.091259025
"Bahugana v. All India
Women’s Conference and Ors.",0.24225254
"reported in (2009) ILR 7 Delhi 614 and that of the
Kerala High Court in Abhaya vs. JA Raheem reported in 2005 SCC OnLine Ker 234.",0.18659791
16.,0.41332117
"The counsel submitted that as per the AoA of the appellant Society, the property
of the society is not held in a ‘trust’, which is the fundamental requirement for the
appellant Society to be termed as a ‘constructive trust’.",0.07731514
"Specific reference was made
to Clauses 11.2.1 and 11.2.3.8 of the AoA respectively to contend that the property of
the society stands vested in the ‘Committee’ or Governing Body of the Society, as per
the mandate of Section 5 of the Societies Registration Act, 1860.",0.08701363
"On this aspect,
reliance was placed on the decision of the Madras High Court in K. Rajamanickam v.
Periyar Self Respect Propaganda Institution, Thiruchirapalli reported in 2006 SCC
OnLine Mad 379.",0.120340504
17.,0.42989668
"Taking recourse to the decision of this Court in Swami Paramatmanand Saraswati
v. Ramji Tripathi reported in 1974 2 SCC 695, it was submitted that, while deciding
an application under Section 92 of the CPC, the court must only look at the
averments made in the plaint.",0.09310531
"The plaint, in the present case, is conspicuously silent
on how the appellant Society falls within the definition of the term ‘constructive
trust’.",0.081408575
"Therefore, it was submitted that the underlying suit is clearly beyond the ambit
of Section 92.",0.1255354
18.,0.39724672
"To further substantiate his submissions as regards the appellant Society not being
a ‘constructive trust’, the counsel stated that “a constructive trust is another species
of trust where a trust is automatically imposed by equity on an owner of property but
in special circumstances where it is unconscionable for the owner of property to hold
the property purely for his own benefit”.",0.09205004
"To illustrate, where a trustee of a leasehold
property at the termination of the lease renews the lease purportedly in his own
personal favour or where a trustee has wrongfully gratuitously transferred trust
property to an innocent done who upon subsequently discovering the trust attempts
to retain the property for himself.",0.11554205
"It was submitted that Mukherjee on the Indian
Trust Act, 1881 (2021) also elaborated on the Doctrine of Constructive Trust by
arguing that a ‘constructive trust’ arises not by the act of parties but by operation of
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
13
 law.",0.0914417
"When a trustee gains some personal advantage by utilising his trusteeship, he
becomes a constructive trustee in respect of the advantages gained.",0.1654253
19.,0.44575313
"The counsel submitted that the Halsbury Laws of India on the nature of a
constructive trust remarks that a constructive trust attaches by law to a specific
property which is neither expressly subject to any trust nor subject to a resulting trust
but, which is held by a person in circumstances where it would be inequitable to
allow him to assert full beneficial ownership of the property.",0.074019745
"In the present case, he
argued that the factual situation is entirely different and the property of the appellant
Society is vested in the governing body of the Society.",0.09254126
20.,0.4165437
"It was also submitted that the prayers made in the present suit demonstrate that
the same has been filed solely for the purpose of vindication of personal rights of the
respondent no.",0.11648582
1.,0.4235086
"More specifically, the prayers seek to declare the board decisions
taken by the appellant Society from 01.06.2020 as null and void, since her
employment/services were terminated during this time.",0.0768789
The respondent no.,0.6091586
"1 also
seeks a declaration that her termination was bad in law along with a direction that
the respondent no.",0.14340274
3 be removed from the appellant Society.,0.21762656
"These reliefs are clearly
beyond the scope of Section 92 and smack of personal vendetta and enmity.",0.08711646
"No relief
has been sought for the benefit of the society or to improve its functioning.",0.18754889
21.,0.43494758
"It was submitted that the provisions under Section 92 of the CPC can be invoked
only when two conditions are satisfied i.e.",0.15191583
"(a) it should be with regard to a public
trust to obtain a decree for the purposes mentioned in the said provision, and (b) the
suit should be on behalf of the Advocate General or two or more persons having an
interest in the trust.",0.10192035
"He submitted that both the aforesaid conditions have not been
fulfilled in the present case since the appellant Society is not a public trust and there
is no pleading in the plaint showing that the respondent no.",0.061372656
2 (original plaintiff no.,0.17625058
2) is a party having an “interest” in the society.,0.13096368
"Moreover, the respondent no.",0.28740278
"2 has not even signed
the plaint in the instant suit.",0.117908224
22.,0.40890968
"In light of the aforesaid, it was submitted that the impugned decision is upheld, it would
obliterate the distinction carved out by law between a ‘trust’ and a ‘society’ for which two different
legislations have been enacted.",0.113677286
"Therefore, it was prayed that the impugned decision be set aside and
the underlying suit, pending before the High Court, be dismissed.",0.14955126
ii.,0.41226038
Submissions on behalf of the respondent no.,0.25911674
"1
23.",0.54670393
"On the other hand, Mr. Jai Anant Dehadrai, the learned counsel appearing for the respondent
no.",0.18818243
"1 submitted that the ingredients required to be satisfied before invoking Section 92 of the CPC
was clearly laid down in Ashok Kumar Gupta (supra) as follows:
(a) There should be a breach of express or constructive trust;
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
14
 (b) The trust must have been created for a public purpose, either of a charitable or
religious nature;
(c) The suit must seek for reliefs as enumerated under Section 92(1) of the CPC.",0.07658956
24.,0.39199683
"The counsel submitted that the appellant society was formed with the specific aim to serve the
underprivileged members of the society who are suffering from tuberculosis and who cannot afford
its treatment.",0.122831896
The same is evident from the MoA of the appellant Society.,0.084763266
"The donors, who are based
in India as well as abroad, primarily the United States, were providing funds in order to further this
very objective.",0.17506634
"Therefore, the appellant Society, being engaged in the social welfare of the general
public, possesses the characteristics of an organisation with a ‘charitable nature’.",0.17011526
25.,0.44722325
"In order to canvass the argument that a society registered under the Societies Registration Act,
1860 can be construed as a ‘constructive trust’, the counsel placed reliance on the decision of the
Delhi High Court in The Young Mens Christian Association of Ernakulam and Ors.",0.053503726
"v. National
Council YMCAS of India reported in 2018 SCC OnLine Del 9909 wherein it was opined that a society
registered under the Societies Registration Act, 1860 can be construed as a constructive trust if its
satisfies the elements mentioned in Section 3 of the Indian Trusts Act, 1882.",0.050894443
26.,0.45284924
"It was submitted that the appellant Society is being entrusted with the funds from the donors for
public service.",0.05306701
"Upon a perusal of the Memorandum of Association, it is evident that all the earnings
and income generated, or funds received by the society shall only be utilised for the betterment of
the general public and to provide free health services, and no profits shall be transferred directly or
indirectly to the members of the society.",0.08938417
"Additionally, Clause 11.2.1 of the AoA specifically provides
that “All the properties, movable, immovable and other kind of assets shall stand vested in the
Committee”.",0.11259825
"Therefore, all the donor funds, gifts etc.",0.22373806
"are entrusted to the appellant Society to be
utilised for the public purpose as enumerated in the aims and objectives contained in its MoA.",0.11809752
"For
all these reasons, the society acquires the character of a ‘constructive trust’.",0.1879021
27.,0.4489786
"It was submitted that the reliefs sought in the plaint are in complete consonance with Section
92(1) of the CPC and the impugned decision has specifically held that the reliefs sought by the
respondent nos.",0.08657502
"1 and 2 respectively in their plaint, in particular, prayers (d) and (e) fall within the
reliefs mentioned under Section 92(1).",0.12272976
"Hence, the plaint satisfies yet another ingredient required
under Section 92 of the CPC.",0.08493222
28.,0.41878095
"In light of the aforesaid, it was submitted that the appellant Society though registered under the
Societies Registration Act, 1860 yet must be construed as falling within the expression of a
‘constructive trust’ under Section 92 of the CPC as it holds property for charitable work.",0.101989776
"Therefore,
the impugned decision granting leave to institute the suit, suffers from no infirmity and may not be
interfered with.",0.11380561
iii.,0.39732054
Submissions on behalf of the respondent nos.,0.24705218
"3 and 4
29.",0.23412058
The learned Counsel appearing on behalf of the respondent nos.,0.17269985
"3 and 4 respectively, submitted
that the application seeking leave to institute the present suit has been filed in complete disregard of
the mandatory conditions stipulated under Section 92 of the CPC.",0.06851092
"Section 92 requires a suit of this
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
15
 nature to be filed by at least two interested parties.",0.11292654
While the respondent no.,0.39126423
2 (original plaintiff no.,0.17625058
"2) has been included as one of the plaintiffs, it is pertinent to note that the plaint has not been
signed by the respondent no.",0.09966321
2.,0.41985747
"Additionally, there is neither any verification on behalf of the
respondent no.",0.16279879
"2 nor an affidavit in support of the plaint, as required under Section 26(2) of the
CPC.",0.1217008
"These substantial procedural breaches render the plaint non-est in the eyes of law, and
consequently, make it liable to be rejected at the very threshold.",0.11913592
"It was further submitted that there
is a strong likelihood that the signatures of the respondent no.",0.1161858
"2 was fraudulently affixed in the suit
documents.",0.17998627
30.,0.41019294
"The counsel vehemently submitted that the suit under Section 92 of the CPC is legally untenable
as it falls to fulfil the requisite conditions as regards maintainability and also for the reason that it is
completely based on false allegations and has been filed to wreck a personal vendetta against the
respondent nos.",0.09377543
3 and 4 respectively.,0.28977528
"Therefore, it was prayed that the present appeal be allowed
and the impugned decision be set aside.",0.17995101
"D. ISSUES FOR DETERMINATION
31.",0.16269462
"Having heard the learned counsel appearing on behalf of the parties and having gone through
the materials on record, the only question that falls for our consideration is whether in the facts and
circumstances of the present case, the appellant Society registered under the Societies Registration
Act, 1860 can be said to have fulfilled all the requirements stipulated under Section 92 of the CPC
for the purpose of instituting a suit under the said provision?",0.116922244
"E.       ANALYSIS
i.",0.3404763
The Object and purpose behind Section 92 of the CPC.,0.23609047
32.,0.4311076
"Section 92 of the CPC reads as follows:
              “ 92.",0.25632474
"Public charities—
(1) In the case of any alleged breach of any express or constructive trust created for public purposes
of a charitable or religious nature, or where the direction of the Court is deemed necessary for the
administration of any such trust, the Advocate-General, or two or more persons having an interest
in the trust and having obtained the [leave of the Court,] may institute a suit, whether contentious or
not, in the principal Civil Court of original jurisdiction or in any other Court empowered in that
behalf by the State Government within the local limits of whose jurisdiction the whole or any part of
the subject-matter of the trust is situate to obtain a decree—
(a) removing any trustee. 
(b) appointing a new trustee. 
I vesting any property in a trustee.",0.18051195
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
16
 [(cc) directing a trustee who has been removed or a person who has ceased to be a trustee, to deliver
possession of any trust property in his possession to the person entitled to the possession of such
property. ]
(d) directing accounts and inquiries. 
I declaring what proportion of the trust property or of the interest therein shall be allocated to any
particular object of the trust. 
(f) authorising the whole or any part of the trust property to be let, sold, mortgaged or exchanged. 
(g) settling a scheme.  or
(h) granting such further or other relief as the nature of the case may require..",0.111994
"(2) Save as provided by the Religious Endowments Act, 1863 (20 of 1863), [or by any corresponding
law in force in [the territories which, immediately before the 1st November, 1956, were comprised in
Part B States]], no suit claiming any of the reliefs specified in sub-section (1) shall be instituted in
respect of any such trust as is therein referred to except in conformity with the provisions of that
sub-section.",0.15837131
"[(3) The Court may alter the original purposes of an express or constructive trust created for public
purposes of a charitable or religious nature and allow the property or income of such trust or any
portion thereof to be applied cy pres in one or more of the following circumstances, namely:—
(a) where the original purposes of the trust, in whole or in part,—
(i) have been, as far as may be, fulfilled.  or
(ii) cannot be carried out at all, or cannot be carried out according to the directions given in the
instrument creating the trust or, where there is no such instrument, according to the spirit of the
trust.  or
(b) where the original purposes of the trust provide a use for a part only of the property available by
virtue of the trust.",0.17372678
"or I where the property available by virtue of the trust and other property
applicable for similar purposes can be more effectively used in conjunction with, and to that end can
suitably be made applicable to any other purpose, regard being had to the spirit of the trust and its
applicability to common purposes.  or
(d) where the original purposes, in whole or in part, were laid down by reference to an area which
then was, but has since ceased to be, a unit for such purposes.",0.13646258
"or I where the original purposes, in
whole or in part, have, since they were laid down,—
(i) been adequately provided for by other means, or
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
17
 (ii) ceased, as being useless or harmful to the community, or
(iii) ceased to be, in law, charitable, or
(iv) ceased in any other way to provide a suitable and effective method of using the property
available by virtue of the trust, regard being had to the spirit of the trust..",0.09082567
"]” (Emphasis supplied)
33.",0.24081671
"A suit under this provision can be termed as a ‘representative suit of a special nature’ since the
object behind the enactment of this provision is the protection of public rights in the public trust.",0.07590396
"Therefore, the parties filing a suit by invoking this section are considered to be representatives of the
public.",0.112060644
34.,0.44626737
A three-judge bench of this Court in Ahman Adam Sait and Others v. M.E.,0.20383067
"Makhri and Others
reported in 1963 SCC OnLine SC 71 had elaborated on how a suit under Section 92 of the CPC is a
‘representative suit’ while deciding whether the second suit would be barred by constructive res
judicata.",0.063336685
"It was stated that when a suit is brought under Section 92, by two or more persons
interested in the trust, they could be said to have taken upon themselves the responsibility of
representing all the beneficiaries in the trust and though, all the said beneficiaries may not be
expressly impleaded in the suit, the action is essentially instituted on their behalf and the relief
claimed is representative in character.",0.09663133
"While stating so, however, it was clarified that the plaintiffs
bringing the second suit must have the ‘same interest’ as that of the plaintiffs or defendants of the
earlier representative suit, for the principle of res judicata to apply.",0.09316317
"In other words, it must be
examined if the interest of the plaintiffs in the second suit was represented in the earlier
representative suit.",0.109549575
"The relevant observations are thus:
“16.",0.22591446
"In assessing the validity of this argument, it is necessary to consider the basis of
the decisions that a decree passed in a suit under Section 92 binds all parties.",0.03926549
"The
basis of this view is that a suit under Section 92 is a representative suit and is brought
with the necessary sanction required by it on behalf of all the beneficiaries interested
in the Trust.",0.050350074
"The said section authorises two or more persons having an interest in
the trust to file a suit for claiming one or more of the reliefs specified in clauses (a) to
(h) of sub-section (1) after consent in writing there prescribed has been obtained.",0.15878977
"Thus, when a suit is brought under Section 92, it is brought by two or more persons
interested in the trust who have taken upon themselves the responsibility of
representing all the beneficiaries of the Trust.",0.12449532
"In such a suit, though all the
beneficiaries may not be expressly impleaded, the action is instituted on their behalf
and relief is claimed in a representative character.",0.15238276
"This position immediately attracts
the provisions of Explanation VI to Section 11 of the Code.",0.14207098
"Explanation VI provides
that where persons litigate bona fide in respect of a public right or of a private right
claimed in common for themselves and others, all persons interested in such right
shall, for the purposes of this section, be deemed to claim under the persons so
litigating.",0.19465873
"It is clear that Section 11 read with its Explanation VI leads to the result
that a decree passed in suit instituted by persons to which Explanation VI applies will
bar further claims by persons interested in the same right in respect of which the
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
18
 prior suit had been instituted.",0.045347214
"Explanation VI thus illustrates one aspect of
constructive res judicata.",0.12926155
"Where a representative suit is brought under Section 92
and a decree is passed in such a suit, law assumes that all persons who have the same
interest as the plaintiffs in the representative suit were represented by the said
plaintiffs and, therefore, are constructively barred by res judicata from reagitating the
matters directly and substantially in issue in the said earlier suit.” (Emphasis
supplied)
35.",0.10740196
"Similarly, in Shiromani Gurdwara Parbandhak Committee v. Mahant Harnam Singh reported in
(2003) 11 SCC 377, this Court had opined that a suit under Section 92 is of a special nature and for
the protection of public rights in public trust and charities.",0.09070946
"It is for the vindication of public rights
since the suit is instituted fundamentally on behalf of the entire body of persons who are interested
in the trust.",0.12106308
"It cannot be said that only those persons whose names are in the suit-title would be
considered to be the parties to the suit.",0.116083525
"The named plaintiffs are only the representatives of the
public at large who are interested in the suit and therefore, in the eyes of law, all such interested
persons would be considered to be parties to the suit.",0.13023485
"The relevant observations are reproduced
hereinbelow:
“19.",0.19968534
"As observed by this Court in R. Venugopala Naidu v. Venkatarayulu Naidu
Charities [1989 Supp (2) SCC 356 : AIR 1990 SC 444] a suit under Section 92 CPC is
a suit of special nature for the protection of public rights in the public trust and
charities.",0.0769864
"The suit is fundamentally on behalf of the entire body of persons who are
interested in the trust.",0.13793145
It is for the vindication of public rights.,0.2817101
"The beneficiaries of
the trust, which may consist of the public at large, may choose two or more persons
amongst themselves for the purpose of filing a suit under Section 92 CPC and the
suit-title in that event would show only their names as plaintiffs.",0.10538591
"Can we say that the
persons whose names are in the suit-
title are the only parties to the suit?",0.16241515
The answer would be in the negative.,0.2254055
"The named
plaintiffs being the representatives of the public at large which is interested in the
trust, all such interested persons would be considered in the eyes of the law to be
parties to the suit.",0.11974094
"A suit under Section 92 CPC is thus a representative suit and as
such binds not only the parties named in the suit-title but all those who share
common interest and are interested in the trust.",0.103329554
"It is for that reason that Explanation
VI to Section 11 CPC constructively bars by res judicata the entire body of interested
persons from reagitating the matters directly and substantially in issue in an earlier
suit under Section 92 CPC.” (Emphasis supplied)
36.",0.09970118
"In Vidyodaya Trust v. Mohan Prasad reported in (2008) 4 SCC 115, this Court had
emphasised that it is not every suit which relates to a public trust of religious or
charitable nature and which contains reliefs which fall within some of the clauses
under sub-section (1) of Section 92 that can be brought under the ambit of Section 92
of the CPC.",0.082747474
"Those suits must also essentially be initiated by individuals as
representatives of the public for the vindication of public rights.",0.1237896
"While opining so,
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
19
 this Court also elaborated on the object behind requiring a ‘grant of leave’ from the
appropriate court before the suit can be proceeded with.",0.081761084
"The same was said to have
been mandated as a pre-requisite or a procedural safeguard in order to prevent the
public trusts from being subjected to undue harassment through frivolous suits being
filed against them.",0.090965144
"If the persons responsible for the management of the trusts are
subjected to multiplicity of legal proceedings, then it would be the ultimate
beneficiaries of the trust who would lose out since the trust would have to dedicate
time to defend the suit and the funds which are to be utilised to further the objectives
of the public trust would also have to be re-routed and wasted on litigation.",0.12494692
"In the
opinion of the Court, this ordeal might also dissuade persons of high moral character
and honest intentions from becoming trustees of public trusts.",0.09348163
"The pertinent
observations are reproduced hereinbelow:
18.",0.3122649
"Prior to legislative change made by the Code of Civil Procedure (Amendment) Act
(104 of 1976) the expression used was “consent in writing of the Advocate General”.",0.17145047
This expression has been substituted by the words “leave of the Court”.,0.42285386
"Sub-
section (3) has also been inserted by the Amendment Act.",0.23895317
"The object of Section 92 CPC is to protect
the public trust of a charitable and religious nature from being subjected to harassment by suits filed
against them.",0.09666992
Public trusts for charitable and religious purpose are run for the benefit of the public.,0.15018228
No individual should take benefit from them.,0.21254359
"If the persons in management of the trusts are
subjected to multiplicity of legal proceedings, funds which are to be used for charitable or religious
purposes would be wasted on litigation.",0.11611326
"The harassment might dissuade respectable and honest
people from becoming trustees of pubic trusts.",0.1720816
"Thus, there is need for scrutiny.",0.29769376
"-xxx-
25.",0.4996553
"In Sugra Bibi v. Hazi Kummu Mia [AIR 1943 Mad 466] it was held that the mere fact that the
suit relates to public trust of religious or charitable nature and the reliefs claimed fall within some of
the clauses of sub-section (1) of Section 92 would not by itself attract the operation of the section,
unless the suit is of a representative character instituted in the interest of the public and not merely
for vindication of the individual or personal rights of the plaintiffs.",0.090070136
26.,0.45284924
"To put it differently, it is not every suit claiming reliefs specified in Section 92 that can be
brought under the section; but only the suits which besides claiming any of the reliefs are brought by
individuals as representatives of the public for vindication of public rights.",0.06922147
"As a decisive factor the
Court has to go beyond the relief and have regard to the capacity in which the plaintiff has sued and
the purpose for which the suit was brought.",0.1778621
"The courts have to be careful to eliminate the possibility
of a suit being laid against public trusts under Section 92 by persons whose activities were not for
protection of the interests of the public trusts.",0.06813251
"[…]” (Emphasis supplied)
37.",0.21474046
"In Swami Shivshankargiri Chella Swami v. Satya Gyan Niketan, reported in (2017) 4 SCC 771,
while holding that a trust can be created by virtue of a conditional gift, this Court had also
elaborated on the purpose behind requiring grant of leave from the court under Section 92 before a
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
20
 suit can be instituted.",0.11332686
"It was opined that such a condition has been legislatively prescribed in order
to prevent a public trust from being harassed or to obviate the institution of reckless or frivolous
suits against its trustees.",0.085311875
"The relevant observations are as thus:
“11.",0.17966475
"The present Section 92 CPC corresponds to Section 539 of the old Code of 1883
and has been borrowed in part from 52 Geo.",0.16317274
"3, c. 101, called Romilly’s Act of the
United Kingdom.",0.20387244
"A bare perusal of the said section would show that a suit can be
instituted in respect of a public trust by the Advocate General or two or more persons
having an interest in the trust after obtaining leave of the Court in the Principal Civil
Court of Original Jurisdiction.",0.048637744
"An analysis of these provisions would show that it was
considered desirable to prevent a public trust from being harassed or put to legal
expenses by reckless or frivolous suits being brought against the trustees and hence a
provision was made for leave of the court having to be obtained before the suit is
instituted.",0.08102186
"(Emphasis supplied)
38.",0.24429698
"Thus, the grant of leave under Section 92 of CPC serves as a procedural
safeguard, ensuring that public charitable trusts are protected from mala fide suits
that may have the consequence of impeding their operations.",0.074447684
"At this stage, however,
the court neither adjudicates upon the merits of the dispute nor confers any
substantive rights upon the parties; what is established is merely the maintainability
of the suit which is sought to be initiated by the plaintiffs.",0.17145877
ii.,0.41226038
"Conditions to be fulfilled for the applicability of Section 92 of the CPC
39.",0.13716003
"Section 92 of the CPC has been created for a specific purpose and to address a specific kind of
grievance which has the impact of affecting public rights as enumerated above.",0.13701625
"Therefore, not all
suits can be blindly brought within the fold of this provision.",0.10815307
"In the facts and circumstances of each
case, the court granting leave must examine whether the suit qualifies certain conditions which align
with the intent behind the creation of this provision.",0.084913276
"Courts must tread with caution so as to weed
out those suits which are camouflaged as falling within its ambit just with a view to take an undue
benefit of provision and for causing harassment to the public trust or for the vindication of personal
rights.",0.12640226
40.,0.40894452
"This Court in Ashok Kumar Gupta (supra) had laid down three conditions which are a sine qua
non in order to invoke Section 92 of the CPC and maintain an action under the said provision.",0.07484602
"Upon
placing reliance on various decisions of this Court, the conditions were delineated as follows – (a)
the trust in question must be created for public purposes of a charitable or religious nature; (b) there
must exist a breach of trust or a direction of the court must be necessary for the administration of
the trust; and (c) the relief claimed must be one or other of the reliefs as enumerated under Section
92(1) of the CPC.",0.110134184
"The relevant observations are reproduced as thus:
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
21
 “10.",0.15868476
"While considering the scope of Section 92(1), as it existed then, a Constitution
Bench of this Court observed in Madappa v. M.N.",0.09865056
"Mahanthadevaru [Madappa v.
M.N.",0.28434736
"Mahanthadevaru, (1966) 2 SCR 151 : AIR 1966 SC 878] , as under
: (AIR p. 881, para 10) “10.",0.15817276
"… Section 92(1) provides for two classes of cases, namely,
(i) where there is a breach of trust in a trust created for public purposes of a
charitable or religious nature, and
(ii) where the direction of the court is deemed necessary for the administration of any
such trust.",0.12706383
"The main purpose of Section 92(1) is to give protection to public trusts of
a charitable or religious nature from being subjected to harassment by suits being
filed against them.",0.15206602
"That is why it provides that suits under that section can only be
filed either by the Advocate General, or two or more persons having an interest in the
trust with the consent in writing of the Advocate General.",0.10722232
"The object clearly is that
before the Advocate General files a suit or gives his consent for filing a suit under
Section 92, he would satisfy himself that there is a prima facie case either of breach of
trust or of the necessity for obtaining directions of the Court.",0.09254868
"The reliefs to be sought
in a suit under Section 92(1) are indicated in that section and include removal of any
trustee, appointment of a new trustee, vesting of any property in a trustee, directing a
removed trustee or person who has ceased to be a trustee to deliver possession of
trust property in his possession to the person entitled to the possession of such
property, directing accounts and enquiries, declaring what proportion of the trust
property or of the interest therein shall be allocated to any particular object of the
trust, authorisation of the whole or any part of the trust property to be let, sold,
mortgaged or exchanged or settlement of a scheme.",0.16887397
"The nature of these reliefs will
show that a suit under Section 92 may be filed when there is a breach of trust or when
the administration of the trust generally requires improvement.”
11.",0.06232755
"The statement of law so laid down was reiterated:
11.1.",0.1508309
"In Bishwanath v. Radha Ballabhji [Bishwanath v. Radha Ballabhji, (1967) 2 SCR
618 : AIR 1967 SC 1044] : (AIR p. 1046, para 7) “7.",0.277891
"It is settled law that to invoke
Section 92 of the Code of Civil Procedure, 3 conditions have to be satisfied, namely,
(i) the trust is created for public purposes of a charitable or religious nature; (ii) there
was a breach of trust or a direction of court is necessary in the administration of such
a trust; and (iii) the relief claimed is one or other of the reliefs enumerated therein.",0.11930521
"If
any of the 3 conditions is not satisfied, the suit falls outside the scope of the said
section.” 11.2.",0.108884424
"In Sugra Bibi v. Hazi Kummu Mia [Sugra Bibi v. Hazi Kummu Mia,
(1969) 3 SCR 83 : AIR 1969 SC 884] : (AIR p. 885, para 5) “5.",0.24585162
"It is evident that this
section has no application unless three conditions are fulfilled : (1) the suit must
relate to a public charitable or religious trust, (2) the suit must be founded on an
allegation of breach of trust or the direction of the court is required for
administration of the trust, and (3) the reliefs claimed are those which are mentioned
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
22
 in the section.”
12.",0.034582697
"Three conditions are, therefore, required to be satisfied in order to invoke Section
92 of the Code and to maintain an action under the said section, namely, that:
(i) the Trust in question is created for public purposes of a charitable or religious
nature;
(ii) there is a breach of trust or a direction of court is necessary in the administration
of such a Trust; and
(iii) the relief claimed is one or other of the reliefs as enumerated in the said section.",0.13750842
"Consequently, if any of these three conditions is not satisfied, the matter would be outside the scope
of said Section 92.” (Emphasis supplied)
41.",0.11780903
"As a natural corollary, it follows that in order to successfully establish that a suit is beyond the
scope of Section 92 of the CPC, it would be sufficient to prove that any one of the conditions
enumerated above has not been met.",0.1050338
"However, on the other hand, for a suit to be maintainable
under this provision, the plaintiffs must be able to satisfy the court that all the conditions, or in
other words, the necessary ingredients, under this section, have been fulfilled.",0.18649757
A.,0.4995597
"The trust being
created for a public purpose of a charitable or religious nature.",0.27369845
42.,0.4556411
"A trust can be said to have been created for a ‘public purpose’ when the beneficiaries are the
general public who are incapable of exact ascertainment.",0.12481363
"Even if the beneficiaries are not necessarily
the public at large, they must at least be a classified section of it and not a pre-ascertained group of
specific individuals.",0.15836269
43.,0.8654118
"What constitutes “charitable purpose” has been defined under Section 2 of the Charitable
Endowments Act, 1890 as follows:
“2.",0.107806884
"Definition.—In this Act “charitable purpose” includes relief of the poor, education,
medical relief and the advancement of any other object of general public utility, but
does not include a purpose which relates exclusively to religious teaching or
worship.” (Emphasis supplied) Therefore, the term includes relief to the poor,
education, medical relief and the advancement of any other object of ‘general public
utility’, while excluding activities whose purpose relates exclusively to religious
teaching or worship.",0.25204903
44.,0.47049117
"There remains no doubt that the appellant Society in the instant case, working towards bringing
equity in public health, with particular focus on providing for the education, treatment and
prevention of tuberculosis, has been created for a ‘public purpose of charitable nature’.",0.116167724
"This is
clearly evident from its objectives outlined in the MoA and the beneficiaries that it seeks to serve,
amongst others.",0.15818648
"The same is an admitted position and we need not delve into the nitty-gritties of
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
23
 whether the appellant society qualifies this aspect of the aforesaid condition.",0.10382461
"What remains
contested, however, is that the appellant society which has been registered under the Societies
Registration Act, 1860 cannot be construed to be a ‘trust’ or a ‘constructive trust’ in order to subject
it to the jurisdiction under Section 92 of the CPC.",0.095611915
I.,0.45301318
"Whether a Society can be construed to be a ‘trust
or a ‘constructive trust’?",0.39768514
45.,0.4255051
"A suit under Section 92 of the CPC being one of special nature, presupposes the existence of a
public trust of a religious or charitable character.",0.12395937
"The existence of a public trust is essential, whether
express or constructive.",0.20853491
"Therefore, a crucial condition that needs satisfaction is whether the
institution/organisation in relation to which certain reliefs are sought can in fact be considered to be
a ‘trust’ or a ‘constructive trust’.",0.15215926
"Having said so, however, an express declaration clearly signifying
that an entity is a trust or that the properties are trust properties would not be a sine qua non in
order to render a suit under Section 92 maintainable.",0.097382225
a.,0.4995597
"Circumstances under which the creation of
a trust has been inferred
46.",0.40135327
"When no formal recognition has been given to the institution, the creation of a trust can be
inferred from the relevant circumstances surrounding the coming into existence of and functioning
of the institution/entity in question.",0.10930263
The Privy Council in Babu Bhagwan Din and Ors.,0.29850677
"v. Gir Har
Saroop and Ors.",0.2584268
"reported in 1939 SCC OnLine PC 47 was concerned with the question whether a
public trust of a religious character existed in the facts and circumstances of the case.",0.09895863
"The decision
also established when a private temple may become dedicated to the public by subsequent dealings.",0.053791456
"While negativing the contention that the private temple constituted a public trust, emphasis was
particularly laid on two aspects i.e., - First, the land in question granted by the then Nawab of Oudh
in 1781was not a grant to the idol or an endowment of a temple or a gift made by way of trust for a
public religious purpose.",0.057780422
"Instead, it was a grant to a private individual and to his heirs in perpetuity.",0.33849907
"Therefore, the historical setting and the circumstances of the grant was given importance to.",0.13876212
"Secondly, While acknowledging that a private temple may become dedicated to the public and
morph into a public trust of a religious nature over the course of years, it was held that such
dedication has to be proved and the mere fact that the public were never turned away and that
offerings from them were accepted would not by itself be sufficient proof of dedication, especially in
the absence of an inference that the public user exercised any ‘right’ pertaining to the temple or had
acquired any interest.",0.10892313
"Another pertinent factual aspect was also that the various forms of profit,
whether by offerings or rents received by letting out portions of the lands in their own names, were
divided amongst the family.",0.10940644
